record_type,adv_id,legal_adviser_name,business_name,crd_number,sec_number,firm_type,registration_status,registration_date,last_adv_filing_date,city,state,country,phone,reported_website,vc_signal_strength,vc_signal_reason,new_to_snapshot,feed_date,source_url,iapd_url,linkedin_company_search_url,linkedin_people_search_url,website_search_url,verification_status,freshness_bucket
adv_signal,adv-316824,"1907 MANAGEMENT, LP","1907 MANAGEMENT, LP",316824,802-131039,ERA,ACTIVE,2024-08-02,2026-03-30,MIAMI,FL,United States,917-655-9025,https://www.linkedin.com/company/1907-capital,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/316824,https://www.linkedin.com/search/results/companies/?keywords=1907+MANAGEMENT%2C+LP,https://www.linkedin.com/search/results/people/?keywords=1907+MANAGEMENT%2C+LP+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=1907+MANAGEMENT%2C+LP+venture+capital,unresolved,older_registration
adv_signal,adv-332494,CROSBY EQUITY PARTNERS LLC,CROSBY EQUITY PARTNERS LLC,332494,802-131040,ERA,ACTIVE,2024-08-02,2026-02-17,BROOKLYN,NY,United States,9176569790,,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/332494,https://www.linkedin.com/search/results/companies/?keywords=CROSBY+EQUITY+PARTNERS+LLC,https://www.linkedin.com/search/results/people/?keywords=CROSBY+EQUITY+PARTNERS+LLC+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=CROSBY+EQUITY+PARTNERS+LLC+venture+capital,unresolved,older_registration
adv_signal,adv-283384,"ORTHOGON PARTNERS INVESTMENT MANAGEMENT, LLC","ORTHOGON PARTNERS INVESTMENT MANAGEMENT, LLC",283384,802-131032,ERA,ACTIVE,2024-08-01,2026-05-12,NEW YORK,NY,United States,212.658.0732,https://www.orthogon.partners,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/283384,https://www.linkedin.com/search/results/companies/?keywords=ORTHOGON+PARTNERS+INVESTMENT+MANAGEMENT%2C+LLC,https://www.linkedin.com/search/results/people/?keywords=ORTHOGON+PARTNERS+INVESTMENT+MANAGEMENT%2C+LLC+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=ORTHOGON+PARTNERS+INVESTMENT+MANAGEMENT%2C+LLC+venture+capital,unresolved,older_registration
adv_signal,adv-332584,LTA ADVISORS LLC,LTA ADVISORS LLC,332584,802-131033,ERA,ACTIVE,2024-08-01,2026-03-25,NEW YORK,NY,United States,401-258-4348,,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/332584,https://www.linkedin.com/search/results/companies/?keywords=LTA+ADVISORS+LLC,https://www.linkedin.com/search/results/people/?keywords=LTA+ADVISORS+LLC+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=LTA+ADVISORS+LLC+venture+capital,unresolved,older_registration
adv_signal,adv-331738,ALBAR CAPITAL PARTNERS LLP,ALBAR CAPITAL PARTNERS LLP,331738,802-131027,ERA,ACTIVE,2024-07-31,2026-08-24,LONDON,,United Kingdom,+4402039171032,https://www.linkedin.com/company/albar-capital-partners/,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/331738,https://www.linkedin.com/search/results/companies/?keywords=ALBAR+CAPITAL+PARTNERS+LLP,https://www.linkedin.com/search/results/people/?keywords=ALBAR+CAPITAL+PARTNERS+LLP+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=ALBAR+CAPITAL+PARTNERS+LLP+venture+capital,unresolved,older_registration
adv_signal,adv-301889,"PONTE PARTNERS, LLC","PONTE PARTNERS, LLC",301889,802-131026,ERA,ACTIVE,2024-07-31,2026-03-31,SAN FRANCISCO,CA,United States,415-926-7770,https://www.linkedin.com/company/ponte-partners/about/,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/301889,https://www.linkedin.com/search/results/companies/?keywords=PONTE+PARTNERS%2C+LLC,https://www.linkedin.com/search/results/people/?keywords=PONTE+PARTNERS%2C+LLC+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=PONTE+PARTNERS%2C+LLC+venture+capital,unresolved,older_registration
adv_signal,adv-284129,CAPRIA VENTURES LLC,CAPRIA VENTURES LLC,284129,801-130827,Registered,APPROVED,2024-07-30,2026-08-26,SEATTLE,WA,United States,(206) 880-0360,HTTP://CAPRIA.VC,possible_venture_manager,The filed adviser name contains an explicit venture/VC term; strategy still needs verification.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/284129,https://www.linkedin.com/search/results/companies/?keywords=CAPRIA+VENTURES+LLC,https://www.linkedin.com/search/results/people/?keywords=CAPRIA+VENTURES+LLC+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=CAPRIA+VENTURES+LLC+venture+capital,unresolved,older_registration
adv_signal,adv-332541,HISCOX RE INSURANCE LINKED STRATEGIES LTD.,HISCOX RE INSURANCE LINKED STRATEGIES LTD.,332541,802-131021,ERA,ACTIVE,2024-07-30,2026-03-31,HAMILTON,,Bermuda,+1 441 278 8312,https://bm.linkedin.com/company/hiscoxreinsurancelinkedstrategiesltd,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/332541,https://www.linkedin.com/search/results/companies/?keywords=HISCOX+RE+INSURANCE+LINKED+STRATEGIES+LTD.,https://www.linkedin.com/search/results/people/?keywords=HISCOX+RE+INSURANCE+LINKED+STRATEGIES+LTD.+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=HISCOX+RE+INSURANCE+LINKED+STRATEGIES+LTD.+venture+capital,unresolved,older_registration
adv_signal,adv-332365,EURAZEO INFRASTRUCTURE PARTNERS,EURAZEO INFRASTRUCTURE PARTNERS,332365,802-131009,ERA,ACTIVE,2024-07-30,2026-03-31,PARIS,,France,33-(0)1-44-15-67-51,https://www.linkedin.com/company/eurazeo,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/332365,https://www.linkedin.com/search/results/companies/?keywords=EURAZEO+INFRASTRUCTURE+PARTNERS,https://www.linkedin.com/search/results/people/?keywords=EURAZEO+INFRASTRUCTURE+PARTNERS+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=EURAZEO+INFRASTRUCTURE+PARTNERS+venture+capital,unresolved,older_registration
adv_signal,adv-317164,"ARCANO CAPITAL USA, INC.","ARCANO CAPITAL USA, INC.",317164,802-131010,ERA,ACTIVE,2024-07-30,2026-03-27,NEWPORT BEACH,CA,United States,714-856-6052,,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/317164,https://www.linkedin.com/search/results/companies/?keywords=ARCANO+CAPITAL+USA%2C+INC.,https://www.linkedin.com/search/results/people/?keywords=ARCANO+CAPITAL+USA%2C+INC.+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=ARCANO+CAPITAL+USA%2C+INC.+venture+capital,unresolved,older_registration
adv_signal,adv-283555,"HI2 INVESTMENT MANAGEMENT, LLC","HI2 INVESTMENT MANAGEMENT, LLC",283555,802-131011,ERA,ACTIVE,2024-07-30,2026-03-24,WHITE PLAINS,NY,United States,3322546491,Https://www.hi2global.com,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/283555,https://www.linkedin.com/search/results/companies/?keywords=HI2+INVESTMENT+MANAGEMENT%2C+LLC,https://www.linkedin.com/search/results/people/?keywords=HI2+INVESTMENT+MANAGEMENT%2C+LLC+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=HI2+INVESTMENT+MANAGEMENT%2C+LLC+venture+capital,unresolved,older_registration
adv_signal,adv-332120,"MCINTYRE CAPITAL MANAGEMENT, LP","MCINTYRE CAPITAL MANAGEMENT, LP",332120,802-131020,ERA,ACTIVE,2024-07-30,2026-03-03,NEW YORK,NY,United States,929-399-5485,https://www.mcintyrepartnerships.com,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/332120,https://www.linkedin.com/search/results/companies/?keywords=MCINTYRE+CAPITAL+MANAGEMENT%2C+LP,https://www.linkedin.com/search/results/people/?keywords=MCINTYRE+CAPITAL+MANAGEMENT%2C+LP+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=MCINTYRE+CAPITAL+MANAGEMENT%2C+LP+venture+capital,unresolved,older_registration
adv_signal,adv-332304,IVYCAP VENTURES ADVISORS PRIVATE LIMITED,IVYCAP VENTURES ADVISORS PRIVATE LIMITED,332304,802-131006,ERA,ACTIVE,2024-07-29,2026-06-16,"MUMBAI, MAHARASHTRA",,India,912245050909,http://www.ivycapventures.com/,explicit_venture_exemption,Form ADV Item 2.B.(1) says the adviser relies on the venture-capital-fund adviser exemption.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/332304,https://www.linkedin.com/search/results/companies/?keywords=IVYCAP+VENTURES+ADVISORS+PRIVATE+LIMITED,https://www.linkedin.com/search/results/people/?keywords=IVYCAP+VENTURES+ADVISORS+PRIVATE+LIMITED+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=IVYCAP+VENTURES+ADVISORS+PRIVATE+LIMITED+venture+capital,unresolved,older_registration
adv_signal,adv-331599,GM ECHO MANAGER LTD,ECHO,331599,802-131003,ERA,ACTIVE,2024-07-29,2026-03-27,"ROAD TOWN, TORTOLA",,British Virgin Islands,+12843944030,https://echo.xyz/,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/331599,https://www.linkedin.com/search/results/companies/?keywords=ECHO,https://www.linkedin.com/search/results/people/?keywords=ECHO+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=ECHO+venture+capital,unresolved,older_registration
adv_signal,adv-331535,ALCAZAR ENERGY MANAGEMENT SERVICES L.L.C-FZ,ALCAZAR ENERGY MANAGEMENT SERVICES L.L.C-FZ,331535,802-131002,ERA,ACTIVE,2024-07-29,2026-03-27,DUBAI,,United Arab Emirates,971 56 547 1511,https://www.alcazarenergy.com,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/331535,https://www.linkedin.com/search/results/companies/?keywords=ALCAZAR+ENERGY+MANAGEMENT+SERVICES+L.L.C-FZ,https://www.linkedin.com/search/results/people/?keywords=ALCAZAR+ENERGY+MANAGEMENT+SERVICES+L.L.C-FZ+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=ALCAZAR+ENERGY+MANAGEMENT+SERVICES+L.L.C-FZ+venture+capital,unresolved,older_registration
adv_signal,adv-330301,THE SPACE BETWEEN MGMT LLC,THE SPACE BETWEEN MGMT LLC,330301,802-130994,ERA,ACTIVE,2024-07-26,2026-08-07,SAN FRANCISCO,CA,United States,415-891-7562,,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/330301,https://www.linkedin.com/search/results/companies/?keywords=THE+SPACE+BETWEEN+MGMT+LLC,https://www.linkedin.com/search/results/people/?keywords=THE+SPACE+BETWEEN+MGMT+LLC+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=THE+SPACE+BETWEEN+MGMT+LLC+venture+capital,unresolved,older_registration
adv_signal,adv-331671,"NICHOLE WISCHOFF, LLC","NICHOLE WISCHOFF, LLC",331671,802-131000,ERA,ACTIVE,2024-07-26,2026-04-01,,,,607-201-6592,https://www.wischoff.com/,explicit_venture_exemption,Form ADV Item 2.B.(1) says the adviser relies on the venture-capital-fund adviser exemption.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/331671,https://www.linkedin.com/search/results/companies/?keywords=NICHOLE+WISCHOFF%2C+LLC,https://www.linkedin.com/search/results/people/?keywords=NICHOLE+WISCHOFF%2C+LLC+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=NICHOLE+WISCHOFF%2C+LLC+venture+capital,unresolved,older_registration
adv_signal,adv-332679,"CANNAGE CAPITAL MANAGEMENT, LLC",CANNAGE CAPITAL,332679,802-131001,ERA,ACTIVE,2024-07-26,2026-03-30,LAS VEGAS,NV,United States,6508040697,http://www.cannagecap.com,explicit_venture_exemption,Form ADV Item 2.B.(1) says the adviser relies on the venture-capital-fund adviser exemption.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/332679,https://www.linkedin.com/search/results/companies/?keywords=CANNAGE+CAPITAL,https://www.linkedin.com/search/results/people/?keywords=CANNAGE+CAPITAL+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=CANNAGE+CAPITAL+venture+capital,unresolved,older_registration
adv_signal,adv-331574,"NTI MANAGERS, LLC","NTI MANAGERS, LLC",331574,802-130996,ERA,ACTIVE,2024-07-26,2026-03-07,MOUNTAIN VIEW,CA,United States,669-250-2240,https://themdadvantage.com/,explicit_venture_exemption,Form ADV Item 2.B.(1) says the adviser relies on the venture-capital-fund adviser exemption.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/331574,https://www.linkedin.com/search/results/companies/?keywords=NTI+MANAGERS%2C+LLC,https://www.linkedin.com/search/results/people/?keywords=NTI+MANAGERS%2C+LLC+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=NTI+MANAGERS%2C+LLC+venture+capital,unresolved,older_registration
adv_signal,adv-329735,"NEW CLIMATE VENTURES MANAGEMENT, LLC","NEW CLIMATE VENTURES MANAGEMENT, LLC",329735,802-130983,ERA,ACTIVE,2024-07-25,2026-01-15,,,,203 376 9530,https://www.newclimateventures.com,explicit_venture_exemption,Form ADV Item 2.B.(1) says the adviser relies on the venture-capital-fund adviser exemption.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/329735,https://www.linkedin.com/search/results/companies/?keywords=NEW+CLIMATE+VENTURES+MANAGEMENT%2C+LLC,https://www.linkedin.com/search/results/people/?keywords=NEW+CLIMATE+VENTURES+MANAGEMENT%2C+LLC+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=NEW+CLIMATE+VENTURES+MANAGEMENT%2C+LLC+venture+capital,unresolved,older_registration
adv_signal,adv-332685,"AUDACITY VENTURE MANAGEMENT, LLC","AUDACITY VENTURE MANAGEMENT, LLC",332685,802-130988,ERA,ACTIVE,2024-07-25,2025-04-02,NEW YORK,NY,United States,917-444-4408,https://auda.vc,possible_venture_manager,The adviser reports the private-fund exemption and its filed name contains an explicit venture/VC term.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/332685,https://www.linkedin.com/search/results/companies/?keywords=AUDACITY+VENTURE+MANAGEMENT%2C+LLC,https://www.linkedin.com/search/results/people/?keywords=AUDACITY+VENTURE+MANAGEMENT%2C+LLC+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=AUDACITY+VENTURE+MANAGEMENT%2C+LLC+venture+capital,unresolved,older_registration
adv_signal,adv-304938,"AUTHENTIC VENTURES INVESTMENT MANAGER, LLC","AUTHENTIC VENTURES INVESTMENT MANAGER, LLC",304938,801-130740,Registered,APPROVED,2024-07-24,2026-06-12,OAKLAND,CA,United States,510-542-9596,https://authentic-ventures.com/,possible_venture_manager,The filed adviser name contains an explicit venture/VC term; strategy still needs verification.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/304938,https://www.linkedin.com/search/results/companies/?keywords=AUTHENTIC+VENTURES+INVESTMENT+MANAGER%2C+LLC,https://www.linkedin.com/search/results/people/?keywords=AUTHENTIC+VENTURES+INVESTMENT+MANAGER%2C+LLC+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=AUTHENTIC+VENTURES+INVESTMENT+MANAGER%2C+LLC+venture+capital,unresolved,older_registration
adv_signal,adv-332341,TITANBAY IRELAND LIMITED,TITANBAY IRELAND LIMITED,332341,802-130975,ERA,ACTIVE,2024-07-24,2026-04-10,DUBLIN 2,,Ireland,35315743755,https://www.titanbay.com/,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/332341,https://www.linkedin.com/search/results/companies/?keywords=TITANBAY+IRELAND+LIMITED,https://www.linkedin.com/search/results/people/?keywords=TITANBAY+IRELAND+LIMITED+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=TITANBAY+IRELAND+LIMITED+venture+capital,unresolved,older_registration
adv_signal,adv-328651,SUMO INVESTMENT MANAGEMENT LLC,SUMO INVESTMENT MANAGEMENT LLC,328651,802-130976,ERA,ACTIVE,2024-07-24,2026-03-31,CHICAGO,IL,United States,3127247176,https://sumo.co/,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/328651,https://www.linkedin.com/search/results/companies/?keywords=SUMO+INVESTMENT+MANAGEMENT+LLC,https://www.linkedin.com/search/results/people/?keywords=SUMO+INVESTMENT+MANAGEMENT+LLC+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=SUMO+INVESTMENT+MANAGEMENT+LLC+venture+capital,unresolved,older_registration
adv_signal,adv-318927,CONSULTA LIMITED,CONSULTA LIMITED,318927,802-130968,ERA,ACTIVE,2024-07-23,2026-08-13,LONDON,,United Kingdom,+442077665400,,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/318927,https://www.linkedin.com/search/results/companies/?keywords=CONSULTA+LIMITED,https://www.linkedin.com/search/results/people/?keywords=CONSULTA+LIMITED+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=CONSULTA+LIMITED+venture+capital,unresolved,older_registration
adv_signal,adv-331251,HINES LUXEMBOURG INVESTMENT MANAGEMENT S.A.R.L.,HINES LUXEMBOURG INVESTMENT MANAGEMENT S.A.R.L.,331251,802-130970,ERA,ACTIVE,2024-07-23,2026-03-24,LUXEMBOURG,,Luxembourg,+352 621631110,https://www.hines.com/locations/luxembourg,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/331251,https://www.linkedin.com/search/results/companies/?keywords=HINES+LUXEMBOURG+INVESTMENT+MANAGEMENT+S.A.R.L.,https://www.linkedin.com/search/results/people/?keywords=HINES+LUXEMBOURG+INVESTMENT+MANAGEMENT+S.A.R.L.+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=HINES+LUXEMBOURG+INVESTMENT+MANAGEMENT+S.A.R.L.+venture+capital,unresolved,older_registration
adv_signal,adv-331628,KAYYAK VENTURES SPA,KAYYAK VENTURES SPA,331628,802-130967,ERA,ACTIVE,2024-07-23,2026-03-19,SANTIAGO,,Chile,56 2 2964 4903,https://kayyakventures.com,possible_venture_manager,The adviser reports the private-fund exemption and its filed name contains an explicit venture/VC term.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/331628,https://www.linkedin.com/search/results/companies/?keywords=KAYYAK+VENTURES+SPA,https://www.linkedin.com/search/results/people/?keywords=KAYYAK+VENTURES+SPA+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=KAYYAK+VENTURES+SPA+venture+capital,unresolved,older_registration
adv_signal,adv-332362,OPEN FAMILY OFFICE (OFO) WEALTH MANAGEMENT LLC,OPEN FAMILY OFFICE (OFO) WEALTH MANAGEMENT LLC,332362,802-130969,ERA,ACTIVE,2024-07-23,2025-05-28,FREMONT,CA,United States,650-391-7166,,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/332362,https://www.linkedin.com/search/results/companies/?keywords=OPEN+FAMILY+OFFICE+%28OFO%29+WEALTH+MANAGEMENT+LLC,https://www.linkedin.com/search/results/people/?keywords=OPEN+FAMILY+OFFICE+%28OFO%29+WEALTH+MANAGEMENT+LLC+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=OPEN+FAMILY+OFFICE+%28OFO%29+WEALTH+MANAGEMENT+LLC+venture+capital,unresolved,older_registration
adv_signal,adv-332232,"SKY RE PARTNERS, LLC","SKY RE PARTNERS, LLC",332232,802-130958,ERA,ACTIVE,2024-07-22,2026-03-18,KANSAS CITY,MO,United States,816-408-0044,,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/332232,https://www.linkedin.com/search/results/companies/?keywords=SKY+RE+PARTNERS%2C+LLC,https://www.linkedin.com/search/results/people/?keywords=SKY+RE+PARTNERS%2C+LLC+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=SKY+RE+PARTNERS%2C+LLC+venture+capital,unresolved,older_registration
adv_signal,adv-331298,CONCENTRIC TEAM LLP,CONCENTRIC TEAM LLP,331298,802-130955,ERA,ACTIVE,2024-07-22,2025-05-28,LONDON,,United Kingdom,44 7780 605499,https://concentric.vc/,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/331298,https://www.linkedin.com/search/results/companies/?keywords=CONCENTRIC+TEAM+LLP,https://www.linkedin.com/search/results/people/?keywords=CONCENTRIC+TEAM+LLP+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=CONCENTRIC+TEAM+LLP+venture+capital,unresolved,older_registration
adv_signal,adv-313437,XTELLUS ADVISORS LLC,XTELLUS ADVISORS LLC,313437,802-130945,ERA,ACTIVE,2024-07-19,2026-05-14,MIAMI,FL,United States,203-900-2221,https://www.xtellusadvisors.com,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/313437,https://www.linkedin.com/search/results/companies/?keywords=XTELLUS+ADVISORS+LLC,https://www.linkedin.com/search/results/people/?keywords=XTELLUS+ADVISORS+LLC+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=XTELLUS+ADVISORS+LLC+venture+capital,unresolved,older_registration
adv_signal,adv-332044,"CREWCIAL AH 2024 MM, LLC","CREWCIAL AH 2024 MM, LLC",332044,802-130942,ERA,ACTIVE,2024-07-19,2026-03-27,NEW YORK,NY,United States,212-218-4900,,strategy_unresolved,Private-fund adviser; VC strategy has not been established. Retained for strategy review.,no,2026-09-07,https://reports.adviserinfo.sec.gov/reports/CompilationReports/IA_FIRM_SEC_Feed_09_07_2026.xml.gz,https://adviserinfo.sec.gov/firm/summary/332044,https://www.linkedin.com/search/results/companies/?keywords=CREWCIAL+AH+2024+MM%2C+LLC,https://www.linkedin.com/search/results/people/?keywords=CREWCIAL+AH+2024+MM%2C+LLC+founder+%22general+partner%22+%22managing+partner%22,https://www.google.com/search?q=CREWCIAL+AH+2024+MM%2C+LLC+venture+capital,unresolved,older_registration
